Unique ID	Name	Color	Pitch	Cost	Power	Defense	Health	Intelligence	Arcane	Types	Traits	Card Keywords	Abilities and Effects	Ability and Effect Keywords	Granted Keywords	Removed Keywords	Interacts with Keywords	Functional Text	Type Text	Card Played Horizontally	Blitz Legal	CC Legal	Commoner Legal	LL Legal
6dCLFb9TTGPNKHFqH7mzw	Renounce Grandeur	Red	1	3	7	3				Guardian, Action, Attack		Crush						"If the defending hero controls an aura token, this gets +1{p}.

**Crush** - When this deals 4 or more damage to a hero, they can't create aura tokens during their next turn."	Guardian Action - Attack	False	True	True	False	True
LCjKgbbdRKBLnqPnhdncC	Renounce Violence	Blue	3	0						Revered, Instant								Destroy up to 3 Might tokens. Create a Toughness token for each token destroyed this way.	Revered Instant	False	True	True	False	True
dkWqMzLQfPdRHktgJrMK8	Requiem for the Damned	Red	1	0		3				Shadow, Runeblade, Action		Blood Debt						"You may play this from your banished zone.

If a hero has lost {h} this turn, you may play this as though it were an instant.

Create an Eloquence token.

**Blood Debt**"	Shadow Runeblade Action	False	True	True	False	True
CBc98j9J9PmqRKNdTchgW	Resounding Courage	Red	1	1		3				Light, Warrior, Attack Reaction							Charge	"Target Light Warrior attack gets +3{p}.

If you've **charged** this turn, create a Courage token."	Light Warrior Attack Reaction	False	True	True	True	True
dGQMGKjkBHPGpLCQjgm7P	Resounding Courage	Yellow	2	1		3				Light, Warrior, Attack Reaction							Charge	"Target Light Warrior attack gets +2{p}.

If you've **charged** this turn, create a Courage token."	Light Warrior Attack Reaction	False	True	True	True	True
gW8BgNnBNK8JNCH7DC8cd	Resounding Courage	Blue	3	1		3				Light, Warrior, Attack Reaction							Charge	"Target Light Warrior attack gets +1{p}.

If you've **charged** this turn, create a Courage token."	Light Warrior Attack Reaction	False	True	True	True	True
DrDF9kFdf8r9M7chBwcK6	Restless Bones	Red	1	2	6	3				Pirate, Necromancer, Action, Attack		Go again					Watery Grave	When this attacks, you may discard a card or destroy the top card of your deck. If that card has watery grave, this gets **go again**.	Pirate Necromancer Action - Attack	False	True	True	True	True
7kCDQpqnLkNbQmzzkcJcz	Restless Bones	Yellow	2	2	5	3				Pirate, Necromancer, Action, Attack		Go again					Watery Grave	When this attacks, you may discard a card or destroy the top card of your deck. If that card has watery grave, this gets **go again**.	Pirate Necromancer Action - Attack	False	True	True	True	True
G6qbqK8tRPRF7dMhBRf7C	Restless Bones	Blue	3	2	4	3				Pirate, Necromancer, Action, Attack		Go again					Watery Grave	When this attacks, you may discard a card or destroy the top card of your deck. If that card has watery grave, this gets **go again**.	Pirate Necromancer Action - Attack	False	True	True	True	True
cFpmN9tpMR8cLKDzkNtzz	Restless Coalescence	Yellow	2	0						Illusionist, Instant, Aura		Ward 2	Once per Turn Instant					"When this enters the arena, move any number of +1{p} counters from auras you control onto this.

**Once per Turn Instant** - Remove a +1{p} counter from this: Create a Spectral Shield token.

**Ward 2**"	Illusionist Instant - Aura	False	True	True	False	True
JMzGFRDF8qTWJCLPRfQgH	Restvine Elixir	Red	1	1		3				Generic, Action		Go again						"Your next attack this turn gets +3{p}.

You may destroy an Inertia token you control. If you do, gain 1{h}.

**Go again**"	Generic Action	False	True	True	False	True
RTbHRmf96T8Pz7MD7KLc7	Retrace the Past	Blue	3	0	2	3				Ninja, Action, Attack		Katsu Specialization, Combo						"**Katsu Specialization**

**Combo** - When this attacks, if a card with Gustwave in its name was the last attack this combat chain, name a card, then this gets that name, +2{p}, and **go again**."	Ninja Action - Attack	False	True	True	False	True
CDPwNh676DmWHj7dJzD6N	Return Fire	Red	1			4				Ranger, Block								When this defends, you may banish an arrow from your hand. If you do, at the start of your next turn, put it face-up into your arsenal and it gets +3{p} until end of turn.	Ranger Block	False	True	True	False	True
HckWC8fcRWrtzDGbzkNBJ	Rev Up	Red	1	3	6	3				Mechanologist, Action, Attack		Boost						"If you control a Hyper Driver, this costs {r} less to play.

**Boost**"	Mechanologist Action - Attack	False	True	True	True	True
mzgjKKhK8DFNCTtfTNrGk	Rev Up	Yellow	2	3	5	3				Mechanologist, Action, Attack		Boost						"If you control a Hyper Driver, this costs {r} less to play.

**Boost**"	Mechanologist Action - Attack	False	True	True	True	True
f7f6TfTFjkgtcbQJ9rhDC	Rev Up	Blue	3	3	4	3				Mechanologist, Action, Attack		Boost						"If you control a Hyper Driver, this costs {r} less to play.

**Boost**"	Mechanologist Action - Attack	False	True	True	True	True
z9Jm6MkWcjqRHwQWkgRDj	Revel in Runeblood	Red	1	0		2				Runeblade, Action		Go again						"If you have played an attack action card and another 'non-attack action' action card this turn, create 4 Runechant tokens.

At the beginning of your end phase, destroy all Runechants you control.

**Go again**"	Runeblade Action	False	True	True	False	True
8qnmTn7hKdCQzbhF7bNHD	Reverberate	Red	1	1		3			3	Wizard, Action								"Deal 3 arcane damage to target opposing hero.

If Reverberate deals damage, you may banish a Wizard 'non-attack' action card from your hand with {r} cost less than or equal to the damage dealt by Reverberate. If you do, you may play it this turn as though it were an instant."	Wizard Action	False	True	True	True	True
nDWTKLbTdknK7Rfbp8mPM	Reverberate	Yellow	2	1		3			2	Wizard, Action								"Deal 2 arcane damage to target opposing hero.

If Reverberate deals damage, you may banish a Wizard 'non-attack' action card from your hand with {r} cost less than or equal to the damage dealt by Reverberate. If you do, you may play it this turn as though it were an instant."	Wizard Action	False	True	True	True	True
JBKPrLhtDj77ttccNgnqD	Reverberate	Blue	3	1		3			1	Wizard, Action								"Deal 1 arcane damage to target opposing hero.

If Reverberate deals damage, you may banish a Wizard 'non-attack' action card from your hand with {r} cost less than or equal to the damage dealt by Reverberate. If you do, you may play it this turn as though it were an instant."	Wizard Action	False	True	True	True	True
GCrJthLPkqzBMpRFmnFFK	Revolting Gesture	Red	1	1		2				Reviled, Action		Go again						"Your next attack this turn gets +3{p}.

Create a Might token.

**Go again**"	Reviled Action	False	True	True	True	True
jBcWwLwbkkMjtgW7pTW8J	Rewind	Blue	3	1						Wizard, Instant		Negate						**Negate** target 'non-attack' action card and return it to its owner's hand. Then that hero gains 1 action point.	Wizard Instant	False	True	True	False	True
KnwNm8LC9DNpT8wMzDnFn	Reya, the Unyielding						21	4		Guardian, Hero, Pit-Fighter								"Block cards you own and equipment you control with 1 or greater {d} get **protect**.

Whenever you protect another hero, create a Gold token."	Guardian Hero - Pit-Fighter	False	False	False	False	False
wNRqrHCn6rrKLhrDkqPwp	Rhinar						20	4		Brute, Hero, Young		Intimidate						Whenever you discard a card with 6 or more {p} during your action phase, **intimidate**.	Brute Hero - Young	False	True	False	True	False
wr9wBtTWwRrPrdhCRHCdN	Rhinar, Reckless Rampage						40	4		Brute, Hero		Intimidate						Whenever you discard a card with 6 or more {p} during your action phase, **intimidate**.	Brute Hero	False	False	True	False	True
TwgRkcgHd9bW9Fb8JjwdF	Riches of Trōpal-Dhani	Yellow	2							Generic, Resource, Gem		Legendary						"**Legendary**

When this is pitched, create a Gold token."	Generic Resource - Gem	False	True	True	False	True
dp6nprbWWLQwqMdcwW6Wz	Richter Scale					1				Guardian, Equipment, Chest		Battleworn	Action					"**Action** - Destroy this: Create 2 Seismic Surge tokens.

**Battleworn**"	Guardian Equipment - Chest	False	True	True	True	True
QTCtQrNNqdCGRr8CFmqcp	Riddle with Regret	Red	1	0		2				Chaos, Action, Aura		Go again	Instant					"**Go again**

At the beginning of each hero's end phase, they lose X{h}, where X is the number of auras they controlled when this triggered. If X is 3 or more, destroy this."	Chaos Action - Aura	False	True	True	False	True
fR8fP8Q7BrTwbtKdzhdft	Ride the Tailwind	Red	1	0	3	2				Ninja, Action, Attack		Go again			Go again			"When Ride the Tailwind hits, the next attack action card with 2 or less base {p} you play this combat chain gains **go again**.

**Go again**"	Ninja Action - Attack	False	True	True	True	True
HDfh7R89gWDg8wLLkGz6q	Ride the Tailwind	Yellow	2	0	2	2				Ninja, Action, Attack		Go again			Go again			"When Ride the Tailwind hits, the next attack action card with 2 or less base {p} you play this combat chain gains **go again**.

**Go again**"	Ninja Action - Attack	False	True	True	True	True
qPrPznRzbC6tGqw69CpT6	Ride the Tailwind	Blue	3	0	1	2				Ninja, Action, Attack		Go again			Go again			"When Ride the Tailwind hits, the next attack action card with 2 or less base {p} you play this combat chain gains **go again**.

**Go again**"	Ninja Action - Attack	False	True	True	True	True
nRKmkHTJRpnDWndNgfTwk	Ridge Rider Shot	Red	1	0	4	3				Ranger, Action, Arrow, Attack		Opt 1						If Ridge Rider Shot is put into your arsenal face up, **opt 1**.	Ranger Action - Arrow Attack	False	True	True	True	True
WRqmkMpqpJPWNmrdPzdpT	Ridge Rider Shot	Yellow	2	0	3	3				Ranger, Action, Arrow, Attack		Opt 1						If Ridge Rider Shot is put into your arsenal face up, **opt 1**.	Ranger Action - Arrow Attack	False	True	True	True	True
mDmCFWkbbbfR7dD87Fnc8	Ridge Rider Shot	Blue	3	0	2	3				Ranger, Action, Arrow, Attack		Opt 1						If Ridge Rider Shot is put into your arsenal face up, **opt 1**.	Ranger Action - Arrow Attack	False	True	True	True	True
CHDCcjjDjPKfpnR6HmWRR	Rift Bind	Red	1	1	3	3				Shadow, Runeblade, Action, Attack		Blood Debt						"You may play Rift Bind from your banished zone. If you do, it gains +X{p}, where X is the number of 'non-attack' action cards you have played this turn.

**Blood Debt**"	Shadow Runeblade Action - Attack	False	True	True	True	True
KTbwfNgmD8J97RzwqhQMD	Rift Bind	Yellow	2	1	2	3				Shadow, Runeblade, Action, Attack		Blood Debt						"You may play Rift Bind from your banished zone. If you do, it gains +X{p}, where X is the number of 'non-attack' action cards you have played this turn.

**Blood Debt**"	Shadow Runeblade Action - Attack	False	True	True	True	True
PTR7kfMCdM6TmztT8d7GM	Rift Bind	Blue	3	1	1	3				Shadow, Runeblade, Action, Attack		Blood Debt						"You may play Rift Bind from your banished zone. If you do, it gains +X{p}, where X is the number of 'non-attack' action cards you have played this turn.

**Blood Debt**"	Shadow Runeblade Action - Attack	False	True	True	True	True
Tp7nmGfdwmJP7gzgftM9T	Rift Skitter	Red	1	3	4	3				Shadow, Runeblade, Action, Attack		Rune Gate, Go again, Blood Debt						"**Rune Gate**

**Go again**

**Blood Debt**"	Shadow Runeblade Action - Attack	False	True	True	True	True
fCDfkDQBmt7KR6QL7gmcH	Rift Skitter	Yellow	2	3	3	3				Shadow, Runeblade, Action, Attack		Rune Gate, Go again, Blood Debt						"**Rune Gate**

**Go again**

**Blood Debt**"	Shadow Runeblade Action - Attack	False	True	True	True	True
LpKnp8tDfwH9cR7qLGjzc	Rift Skitter	Blue	3	3	2	3				Shadow, Runeblade, Action, Attack		Rune Gate, Go again, Blood Debt						"**Rune Gate**

**Go again**

**Blood Debt**"	Shadow Runeblade Action - Attack	False	True	True	True	True
hwbWNb8gDkQ7nrWwG6kWp	Rifted Torment	Red	1	2	4	3			1	Shadow, Runeblade, Action, Attack		Blood Debt						"You may play Rifted Torment from your banished zone. If you do, deal 1 arcane damage to target hero.

**Blood Debt**"	Shadow Runeblade Action - Attack	False	True	True	True	True
7LKCmfjBPcH9jhkrKRttq	Rifted Torment	Yellow	2	2	3	3			1	Shadow, Runeblade, Action, Attack		Blood Debt						"You may play Rifted Torment from your banished zone. If you do, deal 1 arcane damage to target hero.

**Blood Debt**"	Shadow Runeblade Action - Attack	False	True	True	True	True
BCHMTFpN9Nb7JrWh6T6nk	Rifted Torment	Blue	3	2	2	3			1	Shadow, Runeblade, Action, Attack		Blood Debt						"You may play Rifted Torment from your banished zone. If you do, deal 1 arcane damage to target hero.

**Blood Debt**"	Shadow Runeblade Action - Attack	False	True	True	True	True
fbKhDHT7dDzFfh7cpBjkJ	Rifting	Red	1	2	6	2				Generic, Action, Attack								If Rifting hits, you may play your next 'non-attack' action card this turn as though it were an instant.	Generic Action - Attack	False	True	True	True	True
ngDCfBTHCC9RGG6mQFcQp	Rifting	Yellow	2	2	5	2				Generic, Action, Attack								If Rifting hits, you may play your next 'non-attack' action card this turn as though it were an instant.	Generic Action - Attack	False	True	True	True	True
jNHCpjQbFbfjnj8KD9rjg	Rifting	Blue	3	2	4	2				Generic, Action, Attack								If Rifting hits, you may play your next 'non-attack' action card this turn as though it were an instant.	Generic Action - Attack	False	True	True	True	True
jrGCfgFzjRwjWMNCCPzmc	Riggermortis	Yellow	2	1	6		1			Pirate, Necromancer, Action, Ally		Watery Grave	Action	Attack				"**Action** - {r}, {t}: **Attack**

**Watery Grave**"	Pirate Necromancer Action - Ally	False	True	True	True	True
GqCNMQPtbqzPLdDPpgMMf	Right Behind You	Red	1	3	7	2				Generic, Action, Attack								When this defends together with another card from hand, this gets +1{d} and you may look at the top card of your deck. You may put it on the bottom.	Generic Action - Attack	False	True	True	True	True
BcfndcHwnNwgDkzbrCPJF	Right Behind You	Yellow	2	3	6	2				Generic, Action, Attack								When this defends together with another card from hand, this gets +1{d} and you may look at the top card of your deck. You may put it on the bottom.	Generic Action - Attack	False	True	True	True	True
CKzzwp7mqrF6C68bPDcHm	Right Behind You	Blue	3	3	5	2				Generic, Action, Attack								When this defends together with another card from hand, this gets +1{d} and you may look at the top card of your deck. You may put it on the bottom.	Generic Action - Attack	False	True	True	True	True
WjTbCjjCgPncF9w7WH9Q8	Righteous Cleansing	Yellow	2	7	10	3				Guardian, Action, Attack		Crush						**Crush** - If Righteous Cleansing deals 4 or more damage to a hero, look at the top 5 cards of their deck. Banish 1 or more cards with the same name from among them, then put the rest on top of their deck in any order.	Guardian Action - Attack	False	True	True	False	True
FDktk7t9NkNdLDQQhCPBR	Riled Up	Red	1	3	7	3				Brute, Action, Attack								If you've discarded a card with 6 or more {p} this turn, this gets +1{p}.	Brute Action - Attack	False	True	True	True	True
B9HmMb6jB9M8kWFLH86fT	Riled Up	Yellow	2	3	6	3				Brute, Action, Attack								If you've discarded a card with 6 or more {p} this turn, this gets +1{p}.	Brute Action - Attack	False	True	True	True	True
gnjKkBhQtpnDgQ6Q6KD9G	Riled Up	Blue	3	3	5	3				Brute, Action, Attack								If you've discarded a card with 6 or more {p} this turn, this gets +1{p}.	Brute Action - Attack	False	True	True	True	True
qCzFmGMk9nBPJPWMwdL97	Ring of Roses	Yellow	2	0		3				Earth, Wizard, Action, Aura		Legendary, Verdance Specialization						"**Legendary Verdance Specialization**

The first time you deal arcane damage each turn, gain 1{h}."	Earth Wizard Action - Aura	False	True	True	False	True
NNFqk8C7PnFchKpGJMfph	Rip Off the Top	Yellow	2	1		2				Brute, Action		Go again						"Draw a card, then pitch a random card from your hand. If it has 6 or more {p}, your next attack this turn gets +3{p}.

**Go again**"	Brute Action	False	True	True	False	True
9dRcPdjTTpWLNzbfhJwqB	Rip Through Reality	Red	1	2	4	3				Shadow, Runeblade, Action, Attack		Go again, Blood Debt						"You may play Rip Through Reality from your banished zone.

If you have dealt arcane damage to an opposing hero this turn, Rip Through Reality gains **go again**.

**Blood Debt**"	Shadow Runeblade Action - Attack	False	True	True	True	True
mnLRJkkw9HjGbDRGwTmgh	Rip Through Reality	Yellow	2	2	3	3				Shadow, Runeblade, Action, Attack		Go again, Blood Debt						"You may play Rip Through Reality from your banished zone.

If you have dealt arcane damage to an opposing hero this turn, Rip Through Reality gains **go again**.

**Blood Debt**"	Shadow Runeblade Action - Attack	False	True	True	True	True
pkLRpwfMwHKhkdBGJmFW6	Rip Through Reality	Blue	3	2	2	3				Shadow, Runeblade, Action, Attack		Go again, Blood Debt						"You may play Rip Through Reality from your banished zone.

If you have dealt arcane damage to an opposing hero this turn, Rip Through Reality gains **go again**.

**Blood Debt**"	Shadow Runeblade Action - Attack	False	True	True	True	True
g89MkbrrTtJkGwFwDKpfB	Rip Up Their Virtues	Blue	3	0						Reviled, Instant								Destroy up to 3 Toughness tokens. Create a Might token for each token destroyed this way.	Reviled Instant	False	True	True	False	True
QqfKkBhgJfFFnDLmwcHfL	Ripple Away	Blue	3	2	4	3				Generic, Action, Attack			Instant					**Instant** - Discard this: If an action card effect would create 1 or more tokens this turn, instead it creates that many minus 1 of each of those tokens.	Generic Action - Attack	False	True	True	False	True
rW8N7tr9TF98TM8fwMfJd	Rippling Wave					3				Mystic, Equipment, Arms		Cloaked, Blade Break					Ward	"**Cloaked**

**Instant** - {c}{c}{c}, turn this face-up: You may return a defending blue attack action card to its owner's hand.

**Blade Break**"	Mystic Equipment - Arms	False	True	True	False	True
DhffBQC7PHwzdJpjTjNBm	Riptide						19	4		Ranger, Hero, Young								"Whenever you play a card from hand, you may put a card from hand face down into your arsenal.

Whenever a trap you control triggers, deal 1 damage to the attacking hero."	Ranger Hero - Young	False	True	False	True	False
RNfgGmc8wHgBrmC6gkqBd	Riptide, Lurker of the Deep						38	4		Ranger, Hero								"Whenever you play a card from hand, you may put a card from hand face down into your arsenal.

Whenever a trap you control triggers, deal 1 damage to the attacking hero."	Ranger Hero	False	False	True	False	True
qPpWLgMftfnqDktRHcCWB	Rise Above	Red	1	2		4				Generic, Defense Reaction								You may put a card from your hand on top of your deck rather than pay Rise Above's {r} cost.	Generic Defense Reaction	False	True	True	False	True
M7DR7HgnDFJ8p96tCqDTn	Rise Above	Yellow	2	2		3				Generic, Defense Reaction								You may put a card from your hand on top of your deck rather than pay Rise Above's {r} cost.	Generic Defense Reaction	False	True	True	False	True
CnFqQqpDD6QB89wpppRfw	Rise Above	Blue	3	2		2				Generic, Defense Reaction								You may put a card from your hand on top of your deck rather than pay Rise Above's {r} cost.	Generic Defense Reaction	False	True	True	False	True
7G8RpL8NqHQQH86gGbnwk	Rise Up	Red	1	1	3	3				Draconic, Action, Attack		Dromai or Fai Specialization, Rupture, Dominate						"**Dromai or Fai Specialization**

**Rupture** - If Rise Up is played as chain link 4 or higher, it has **dominate** and +X{p}, where X is twice the number of Phoenix Flames you control."	Draconic Action - Attack	False	True	True	False	True
MgfGgqG7wRNbwNGNmjKJr	Rise from the Ashes	Red	1	0		2				Draconic, Ninja, Action		Go again						"The next Draconic or Ninja attack action card you play this turn gains +3{p}.

You may return a Phoenix Flame from your graveyard to your hand.

**Go again**"	Draconic Ninja Action	False	True	True	False	True
bnBcm8CFRhPzFPbNmwbRG	Rise from the Ashes	Yellow	2	0		2				Draconic, Ninja, Action		Go again						"The next Draconic or Ninja attack action card you play this turn gains +2{p}.

You may return a Phoenix Flame from your graveyard to your hand.

**Go again**"	Draconic Ninja Action	False	True	True	False	True
JNchKhPQf6PpwzgqNQQM9	Rise from the Ashes	Blue	3	0		2				Draconic, Ninja, Action		Go again						"The next Draconic or Ninja attack action card you play this turn gains +1{p}.

You may return a Phoenix Flame from your graveyard to your hand.

**Go again**"	Draconic Ninja Action	False	True	True	False	True
99mLLCjqp78PFD7mcGktB	Rising Energy	Red	1	2	6	2				Guardian, Warrior, Action, Attack								If you've drawn a card this turn, this costs {r} less to play.	Guardian / Warrior Action - Attack	False	True	True	True	True
8q67M7Fw6zfwfRktjNP7J	Rising Energy	Yellow	2	2	5	2				Guardian, Warrior, Action, Attack								If you've drawn a card this turn, this costs {r} less to play.	Guardian / Warrior Action - Attack	False	True	True	True	True
L6NBmDrd7jCjf76kgNB8C	Rising Energy	Blue	3	2	4	2				Guardian, Warrior, Action, Attack								If you've drawn a card this turn, this costs {r} less to play.	Guardian / Warrior Action - Attack	False	True	True	True	True
C7zhnMLhctLTpqN7CnrjT	Rising Knee Thrust	Red	1	0	3	3				Ninja, Action, Attack		Combo, Go again						**Combo** - If Leg Tap was the last attack this combat chain, Rising Knee Thrust gains +2{p} and **go again**.	Ninja Action - Attack	False	True	True	True	True
q7ctPDWzHDk667rcJW9TL	Rising Knee Thrust	Yellow	2	0	2	3				Ninja, Action, Attack		Combo, Go again						**Combo** - If Leg Tap was the last attack this combat chain, Rising Knee Thrust gains +2{p} and **go again**.	Ninja Action - Attack	False	True	True	True	True
jdLb9qCbwmwjj9N6rNrnn	Rising Knee Thrust	Blue	3	0	1	3				Ninja, Action, Attack		Combo, Go again						**Combo** - If Leg Tap was the last attack this combat chain, Rising Knee Thrust gains +2{p} and **go again**.	Ninja Action - Attack	False	True	True	True	True
HNT9PzL7tQJdKdKP8fNRz	Rising Power	Red	1	2	6	2				Brute, Guardian, Action, Attack								If you've drawn a card this turn, this gets +1{p}.	Brute / Guardian Action - Attack	False	True	True	True	True
7Cftm8TM9jQpwggJdLkTW	Rising Power	Yellow	2	2	5	2				Brute, Guardian, Action, Attack								If you've drawn a card this turn, this gets +1{p}.	Brute / Guardian Action - Attack	False	True	True	True	True
pQzndWKCf7PkBDGrrbGGp	Rising Power	Blue	3	2	4	2				Brute, Guardian, Action, Attack								If you've drawn a card this turn, this gets +1{p}.	Brute / Guardian Action - Attack	False	True	True	True	True
hPWBFwq8Nmf96PM87BF6t	Rising Resentment	Red	1	0	3	2				Draconic, Ninja, Action, Attack		Go again						"When Rising Resentment hits, you may banish an attack action card from your hand with cost less than the number of Draconic chain links you control. If you do, it costs {r} less to play and you may play it this turn.

**Go again**"	Draconic Ninja Action - Attack	False	True	True	True	True
WCgtGGznkpKghPh6LwwzG	Rising Resentment	Yellow	2	0	2	2				Draconic, Ninja, Action, Attack		Go again						"When Rising Resentment hits, you may banish an attack action card from your hand with cost less than the number of Draconic chain links you control. If you do, it costs {r} less to play and you may play it this turn.

**Go again**"	Draconic Ninja Action - Attack	False	True	True	True	True
6FrQwLkL6fft9mWQcDM6R	Rising Resentment	Blue	3	0	1	2				Draconic, Ninja, Action, Attack		Go again						"When Rising Resentment hits, you may banish an attack action card from your hand with cost less than the number of Draconic chain links you control. If you do, it costs {r} less to play and you may play it this turn.

**Go again**"	Draconic Ninja Action - Attack	False	True	True	True	True
Dr8NPdFcFHJzh7rGjbpFw	Rising Solartide	Red	1	1	5	3				Light, Action, Attack								If Rising Solartide hits, put it into your hero's soul.	Light Action - Attack	False	True	True	True	True
GtRc9H8qfcRhrkpqCmhrt	Rising Solartide	Yellow	2	1	4	3				Light, Action, Attack								If Rising Solartide hits, put it into your hero's soul.	Light Action - Attack	False	True	True	True	True
kqMJRRjLHfnPFBL6nDHPc	Rising Solartide	Blue	3	1	3	3				Light, Action, Attack								If Rising Solartide hits, put it into your hero's soul.	Light Action - Attack	False	True	True	True	True
cDdGBtFJkhzCrmgC6bmfb	Rising Speed	Red	1	2	5	2				Brute, Warrior, Action, Attack		Go again						If you've drawn a card this turn, this gets **go again**.	Brute / Warrior Action - Attack	False	True	True	True	True
7QpRQBkcWN7fWjnwdhgQ6	Rising Speed	Yellow	2	2	4	2				Brute, Warrior, Action, Attack		Go again						If you've drawn a card this turn, this gets **go again**.	Brute / Warrior Action - Attack	False	True	True	True	True
BhQ9Pr8pQbhkCmCHG8hhT	Rising Speed	Blue	3	2	3	2				Brute, Warrior, Action, Attack		Go again						If you've drawn a card this turn, this gets **go again**.	Brute / Warrior Action - Attack	False	True	True	True	True
PtqHmkzqPMf9KBfk88QrR	Rising Sun, Setting Moon	Blue	3	0						Mystic, Instant		Legendary, Transcend						"**Legendary**

Draw a card, then put a card from your hand on the bottom of your deck.

If you've played another blue card this turn, **transcend**."	Mystic Instant	False	True	True	True	True
m8qP9TTpMfdKndW7wN7M7	Rising Tide	Blue	3	1	3	2				Mystic, Action, Attack								If you've played another blue card this turn, this gets +2{p}.	Mystic Action - Attack	False	True	True	True	True
TpGpMftp8NQqNQWmLqTRr	Rites of Earthlore	Red	1	0		3				Guardian, Action, Aura								"When this enters the arena, create a Seismic Surge token.

At the start of your turn, destroy this, then the next Guardian attack action card you play this turn gets +3{p}."	Guardian Action - Aura	False	True	True	True	True
BjKkfgpdLQGfLjTWmBPwk	Rites of Earthlore	Yellow	2	0		3				Guardian, Action, Aura								"When this enters the arena, create a Seismic Surge token.

At the start of your turn, destroy this, then the next Guardian attack action card you play this turn gets +2{p}."	Guardian Action - Aura	False	True	True	True	True
BjLPLzfr8BdLtTpPQNf6c	Rites of Earthlore	Blue	3	0		3				Guardian, Action, Aura								"When this enters the arena, create a Seismic Surge token.

At the start of your turn, destroy this, then the next Guardian attack action card you play this turn gets +1{p}."	Guardian Action - Aura	False	True	True	True	True
bq8bmCkrPKHgb7fMRPkjM	Rites of Lightning	Red	1	1	4	3			1	Elemental, Runeblade, Action, Attack		Lightning Fusion, Go again						"**Lightning Fusion**

When you attack with Rites of Lightning, if it was **fused**, deal 1 arcane damage to target hero.

If you have dealt arcane damage this turn, Rites of Lightning gains **go again**."	Elemental Runeblade Action - Attack	False	True	True	False	True
pLLbKwrPTTKBgzbQB6mhT	Rites of Lightning	Yellow	2	1	3	3			1	Elemental, Runeblade, Action, Attack		Lightning Fusion, Go again						"**Lightning Fusion**

When you attack with Rites of Lightning, if it was **fused**, deal 1 arcane damage to target hero.

If you have dealt arcane damage this turn, Rites of Lightning gains **go again**."	Elemental Runeblade Action - Attack	False	True	True	False	True
BQDWRBw9TQDmGFNBHFMfR	Rites of Lightning	Blue	3	1	2	3			1	Elemental, Runeblade, Action, Attack		Lightning Fusion, Go again						"**Lightning Fusion**

When you attack with Rites of Lightning, if it was **fused**, deal 1 arcane damage to target hero.

If you have dealt arcane damage this turn, Rites of Lightning gains **go again**."	Elemental Runeblade Action - Attack	False	True	True	False	True
qTbnWfWzCJMrcf8BqjNqg	Rites of Replenishment	Red	1	2	6	3				Elemental, Runeblade, Action, Attack		Earth Fusion						"**Earth Fusion**

When you attack with Rites of Replenishment, if you have dealt arcane damage this turn, you may put a 'non-attack' action card from your graveyard on the bottom of your deck.

When you attack with Rites of Replenishment, if it was **fused**, you may put an attack action card from your graveyard on the bottom of your deck."	Elemental Runeblade Action - Attack	False	True	True	True	True
zjNjqfQnkMnJ7Tmgctt96	Rites of Replenishment	Yellow	2	2	5	3				Elemental, Runeblade, Action, Attack		Earth Fusion						"**Earth Fusion**

When you attack with Rites of Replenishment, if you have dealt arcane damage this turn, you may put a 'non-attack' action card from your graveyard on the bottom of your deck.

When you attack with Rites of Replenishment, if it was **fused**, you may put an attack action card from your graveyard on the bottom of your deck."	Elemental Runeblade Action - Attack	False	True	True	True	True
LgtdCQPP7R69PtcwbrHPC	Rites of Replenishment	Blue	3	2	4	3				Elemental, Runeblade, Action, Attack		Earth Fusion						"**Earth Fusion**

When you attack with Rites of Replenishment, if you have dealt arcane damage this turn, you may put a 'non-attack' action card from your graveyard on the bottom of your deck.

When you attack with Rites of Replenishment, if it was **fused**, you may put an attack action card from your graveyard on the bottom of your deck."	Elemental Runeblade Action - Attack	False	True	True	True	True
Kh8MDbwK76BTHkdjzDFTK	Roar of the Tiger	Yellow	2	0		3				Ninja, Action		Go again						"Create a Crouching Tiger in your hand.

Crouching Tigers you control gain +1{p} this turn.

**Go again**"	Ninja Action	False	True	True	False	True
fDngpw7GRrGQTN9L8wtTf	Roaring Beam	Yellow	2	0		3				Light, Warrior, Attack Reaction		Charge						"Create a Courage token.

If there are no cards in your soul, return this to its owner's hand, then **charge** your soul."	Light Warrior Attack Reaction	False	True	True	False	True
fDLQ8hHmzqnngwPhBdkNJ	Rob the Rich	Red	1	1	5	3				Assassin, Action, Attack		Contract						"**Contract** - You are contracted to banish opponents' cards with cost 2 or greater. Whenever you complete this contract, create a Silver token.

When this hits a hero, banish the top card of their deck."	Assassin Action - Attack	False	True	True	False	True
rC9hRJc8GLMpncbLwkn8q	Rob the Rich	Yellow	2	1	4	3				Assassin, Action, Attack		Contract						"**Contract** - You are contracted to banish opponents' cards with cost 2 or greater. Whenever you complete this contract, create a Silver token.

When this hits a hero, banish the top card of their deck."	Assassin Action - Attack	False	True	True	False	True
LKppkHRwJHjnccLKhNHGG	Rob the Rich	Blue	3	1	3	3				Assassin, Action, Attack		Contract						"**Contract** - You are contracted to banish opponents' cards with cost 2 or greater. Whenever you complete this contract, create a Silver token.

When this hits a hero, banish the top card of their deck."	Assassin Action - Attack	False	True	True	False	True
